path,sentence
common_voice_sw_31259237.mp3,deza noulizimekatikwa kundi zeka tichika kelsama
common_voice_sw_30173424.mp3,inapatikana na unyimdogo wamikumi ambao ni makigiashara
common_voice_sw_30299933.mp3,zwalijerepia jiaba na opatika na magajipi mauga
common_voice_sw_30052125.mp3,tatiza hililimepuwa likiwasombuwa kusisani kipindi chakukaribia nikehani
common_voice_sw_29963216.mp3,masai na simba wamekua wakishi kamboja kwa karne
common_voice_sw_29973307.mp3,iimilipuba samgua wa viugo
common_voice_sw_29888909.mp3,anakijema ticha ndeee yayemiwa akuzakuaatanda
common_voice_sw_29979244.mp3,wapo wanyamapori walaonya makama vile semba chu na frisi
common_voice_sw_29813161.mp3,yalitangane na mchanda kwajilo kujenga majango hai
common_voice_sw_30062754.mp3,amekanje zaji bora wadunia maraka tu kidumu zaidi ya miaka ishirini kenye saka
common_voice_sw_30048325.mp3,ange la kopatika baya afrika nambabu katikavya
common_voice_sw_30367262.mp3,iliopela sifa ya kuwa elfadhiya kitaifa
common_voice_sw_30381767.mp3,watu wene wafanikio hawakubali ku katisha tama
common_voice_sw_30224244.mp3,vifarwa pokwenye ifadi mendi sanaza anzania
common_voice_sw_29821070.mp3,kinapokana na mjindoga mikumu huni wa kibiashara
common_voice_sw_29958918.mp3,wagudumu wa afywanapaso kejikingaba na ili wasiambu kizo
common_voice_sw_29996717.mp3,akini akuwa na meda mingiwa kucheza kwanya mtofika
common_voice_sw_30377950.mp3,niongoni momambo ya kikatili  ambayo idi amin alatukumiwa kuyafanya ni kuwa wa watu
common_voice_sw_29860926.mp3,wakabila haya madogo yilote yapo kia katika kabila la wakisinchinikeni
common_voice_sw_30067477.mp3,aratabia wa wadokinanawza kakwa kw atamzi anatamika ki
common_voice_sw_30304124.mp3,nanokali wazilambo kenye lambuseta za msingeke
common_voice_sw_30002019.mp3,hato waalilijilikaa kamamasai la kwa wagini
common_voice_sw_35645861.mp3,igiana mepadiya utamastaribina kusaa wafban sta
common_voice_sw_30334906.mp3,vinti wa kabi na na hasa katichazvede kisini
common_voice_sw_29820093.mp3,wanasema watutani maleika la kili maleika hau wanaishi maisha amayo hamki
common_voice_sw_30376638.mp3,yalijeruza ne na kiusi na likatamkwa kiusa
common_voice_sw_30130734.mp3,mwalimukuuna ngofu ni nikwa kweni patungi
common_voice_sw_29267471.mp3,yeemuishona ufanya mazurizi ya ke nanbio bongadibu la jili la melobe
common_voice_sw_30069012.mp3,anilizohame lakwanza kumsuge asia
common_voice_sw_29822752.mp3,tabarare yate pia ambao ileifuria bifu
common_voice_sw_30295399.mp3,sumoja na kama na mawenye ikani kine kumikumunakimo karanga uro
common_voice_sw_31272057.mp3,latoweki telefa jiokalabado kilanoktiza kune la miu
common_voice_sw_30630798.mp3,kakakina kerara rakishutani ayviake lilikuwa cine familiai
common_voice_sw_30328933.mp3,onja liiujaguwa tena mace kama aisi wa chama icho
common_voice_sw_30164546.mp3,kutokana kwepo kwa mtarufini kaibunaifadhi hia
common_voice_sw_30112192.mp3,waelfumoja mianalefipimila pe
common_voice_sw_29973830.mp3,mwaenenea teika kilamia haya uwezikupigwa akiwa ilakubiamaanikabi watit
common_voice_sw_30394024.mp3,wakati huo vinanazuni mangela likawani jina la maisha yake ute
common_voice_sw_30097750.mp3,ainarani a bata hua amgileo makwa wingi
common_voice_sw_30322370.mp3,walinunjirureaskambaragi myarere alipata elibuya msingi katika sule ya msinginusengi
common_voice_sw_30010763.mp3,isero naro nubeno mwenye sinia biasini
common_voice_sw_30034884.mp3,upana u uonea kioja paa uodua
common_voice_sw_30035266.mp3,wataramu wa mbake a sili wa taridaong wajamwelpi
common_voice_sw_31255487.mp3,kumalezi sai
common_voice_sw_35166190.mp3,waliyoshika utawara mwaka ulegwalikata bini za zo
common_voice_sw_30001861.mp3,siemzanibari li kama vilo sinza ji
common_voice_sw_30335956.mp3,akezeko la wate nya silimua bili no takisa pamaka
common_voice_sw_30616309.mp3,aistaka adanb wa rdiliko aina mbalimbai
common_voice_sw_31071421.mp3,natimai kwa mba nitawatiamoyo wa tuwengina kujichokeza na kuikweya milimayao
common_voice_sw_30322589.mp3,kaga ya hapokarume masingekuwa na uchamuziza nziba
common_voice_sw_30547383.mp3,kutobaapa tanganiana kupelekwa mataifa mengine
common_voice_sw_29926928.mp3,na sasa li pechini ya uwangalimu wa chuki kuche kilino sekolenu
common_voice_sw_30563411.mp3,makaressalianza kuuza mabaki ya mazao ya maharini to
common_voice_sw_29870648.mp3,utaidola pakaaa kur likauadbiliila
common_voice_sw_30068534.mp3,wandama wengine a wanaupatika nafatika ifa dhi hii ni kiga una milia nyati na digidii
common_voice_sw_29957193.mp3,mipaka hii yananganira ta taifa atanza nia na bone
common_voice_sw_30119550.mp3,kumohiu wa uinshani chumakatika inola ubena dadi ilishwa na kupatikana kwa wingi
common_voice_sw_30568944.mp3,silahni ngine ni shanga zinazobalikwa mvikoloni na shigoni kwa chifu
common_voice_sw_30312854.mp3,walipuwa wanakunya kwamde na kufema kuwanjhi hiniangu
common_voice_sw_31328244.mp3,hamimbiya likama zazi wa michenza lia kuwa cikana michano ya mguru
common_voice_sw_30046792.mp3,halakazi naida miatano mwili
common_voice_sw_30334492.mp3,maka kalfu moja miatisa ishireni na nani
common_voice_sw_30334341.mp3,sama na wana umepigana iya wanawake ambao wamekepekwa uvagunye usi
common_voice_sw_31320482.mp3,uleza siujema
common_voice_sw_29871672.mp3,kiale anapopata mchuma kutata aipa kwa zazi ambawanda utaraki mwa pos
common_voice_sw_30074070.mp3,walia sileleka lsiria viluzia
common_voice_sw_29826355.mp3,kinana matarama kungwa ya mani wa akani a wamatami
common_voice_sw_29860746.mp3,wato wanaminikuwa kimbukola dina da itandania bara
common_voice_sw_28725311.mp3,amashauri kimjiji ni tombo kikuja tandaji katika tawana watimjinia
common_voice_sw_29811772.mp3,mzimu liyopita jisi muriwa alihukuza totanan
common_voice_sw_31432082.mp3,adiliounatafoti kinaatailyo wanakuasamisi
common_voice_sw_35167835.mp3,jari miosha
common_voice_sw_37092296.mp3,wambogo lemazita
common_voice_sw_34984479.mp3,waobado hawajeinishhwa katika manakala hikitakuwamia
common_voice_sw_30220205.mp3,hesi hiyo ilisikirizwa upanya wa manamihaji peke
common_voice_sw_30351511.mp3,kamoja na ilyatanjaman nchini mwanako
common_voice_sw_34986030.mp3,wanyemenji kue usanifa kisiwa hicho ni kanisa la mtakatifu jusef
common_voice_sw_30585343.mp3,nezo zilizo kuwa zikitumiwa la mto mnigumba huku
common_voice_sw_29905332.mp3,tunangalia baadi ya zana kotofuzia zsa mabisha kunendapaliwa kwa watidi wa
common_voice_sw_30329045.mp3,moja liyoliza kwa lili kwa simama shambali zikonzima la pisha usubia cha kula
common_voice_sw_30271072.mp3,sita mbaha ni wanda kwetini mafutavitamini
common_voice_sw_29811439.mp3,mabadili ko ya haliyaleoya natutakila baka
common_voice_sw_28673153.mp3,wakazi mengi mofuasi wadini ya uisilamuna ya ukristu
common_voice_sw_35115363.mp3,kumoja wanchikakianabu wa sema upero panisheri hiyo mehuka mipaka
common_voice_sw_29924501.mp3,aliniamgea kwa mamayake limalesa kwa wanawake wa kabila hilo ni maku wa makendana san k
common_voice_sw_30074559.mp3,elike ikada ya taspo kuwa kazania
common_voice_sw_31413123.mp3,kifaki kocha mapafu aikwanisa na vangi nyani melamo chana
common_voice_sw_30140521.mp3,aada yamgudanohua afrika lijano ras na kukabidishwa kwa mataifa ya ulae
common_voice_sw_29899780.mp3,wakati wankowakuwan yenjialidi maaruiliyokuweki e ndeli
common_voice_sw_30323577.mp3,hilo agambo muhimo mkowa ngu toto lenyere hata uwezoda rafanisi furi alafu wa kudazi mawazo
common_voice_sw_30226131.mp3,nyerare alichabuliwa kuwa raisi wa chama chakanganika
common_voice_sw_30182733.mp3,ziwa viktola imegajika katiga tengitatu yalikuzania kienaugana
common_voice_sw_30181265.mp3,mingumu ufanya ivyo kwa sababu wadakioga wamezambala kisho na wabana
common_voice_sw_30132654.mp3,alikuwa mristo alibakizo kaufuaka siria zoke za kalisa
common_voice_sw_29954771.mp3,wakaomdasilakaza kili takuwali walamili buela ugumgua ndetatika n
common_voice_sw_30630441.mp3,minena nyesi a nyevisi wa mbade maenivi wenyano malizali wa kubwa kwa adogo kwapiegenea
common_voice_sw_30145041.mp3,halio likokeokando kusini kulikopanda kaskazin
common_voice_sw_29821220.mp3,mfana futa tetani mfani ujenta kutoko wataifa minsini
common_voice_sw_30097237.mp3,waasu haa wa katiuka nbiwa la paramia milima mbaye zafainaitwa ilima hiopari
common_voice_sw_29995249.mp3,wakieziamaa ili i anafa kuio
common_voice_sw_31308608.mp3,tinaoganda linaasilika ika usanbo wa guganda ulie kusilimonisi
common_voice_sw_29899277.mp3,uwezewa liazini anyareere uliusitua u goziwatikoro
common_voice_sw_30062595.mp3,neo aifabi ayamayo iciwa mamayamgwa
common_voice_sw_31207599.mp3,kutotentia iokujiwansi
common_voice_sw_30114059.mp3,kua taifa istani ijitekia tajiraki
common_voice_sw_29792921.mp3,azienkuu wa solikali alika mengereza aliekutea halitokalanda
common_voice_sw_30213807.mp3,efawizi kufanikiwa kwenye tibu isiokuwa na pisa
common_voice_sw_30114465.mp3,wangevinia soka bilia delie kuwaji efeinali va komariria
common_voice_sw_30346269.mp3,hilakitokinakuwa vi zurikikiwa chini ya uangalive mzuri
common_voice_sw_30149508.mp3,wakaki la lemishana jua kufababisha upotea kwa firugi na barafu
common_voice_sw_30129504.mp3,uduma ya tarura inasaidi an sano gonjo
common_voice_sw_30122596.mp3,ipo hamashori ya jijila arusha laharashuji ya wilaya melo
common_voice_sw_29819778.mp3,hagivi yasengeo na kolananakimgozi wa kigili wakenasaemaitwa laiboi
common_voice_sw_29875038.mp3,wahiota kabarisirikikatika jichikada
common_voice_sw_34599936.mp3,mashukiwa kwa shagomia kabea za kiambo
common_voice_sw_31328051.mp3,alisama eliu ya sekanani na kiwamo cha kaweda katika siminari ya katu kehuka mbiharamono
common_voice_sw_34944852.mp3,kupanda dio kupitia sehemi yawahuni jensi
common_voice_sw_35165480.mp3,sahiini kwamba ikokatika nafai ya tatu napanji kune na tati
common_voice_sw_30546297.mp3,lesihini metengenezo mahususi kuwa mbadeza wakrika
common_voice_sw_30106390.mp3,utama a kiniketa unati zana maisha at
common_voice_sw_28670335.mp3,wa kukwa uko wa nijifunza mingi kinia mili na bayari
common_voice_sw_30558671.mp3,mikuoyake ya tanzania ilavema vasoka
common_voice_sw_35279391.mp3,itanda vya kikatili maka elfa mbili na kwanda name katika asombila kulikuwana
common_voice_sw_30116441.mp3,akika nidajilisha na kuwanzisha mfuma cha makinguja
common_voice_sw_30115200.mp3,pesainaweza kuhamisha kirahis sana nilima
common_voice_sw_30014334.mp3,sokoenea katihu alikuwa nikasa katika milaya madoli
common_voice_sw_29822049.mp3,mungi wacapu biba kusakaama tabla maanais
common_voice_sw_29838329.mp3,naii za ugena a hurula zinatambulika
common_voice_sw_29862897.mp3,afrika ina pata uhua kutosha kuanzi a msimugola hadimsimali
common_voice_sw_30352639.mp3,bakazimoya matamalewaji makati jyangu ni rasu wanchi
common_voice_sw_30074057.mp3,jia maarufu zaidi ya kupanda mina marangu ambayo gio makamakuya hifadhi
common_voice_sw_29968538.mp3,aliialanzisha vitabanchia tanzania
common_voice_sw_31290365.mp3,wajomla kwa wakatuliki immafumgo ya himani ya napandemgili ambazo zimetenganishwa
common_voice_sw_37095316.mp3,arume akabaki yarais wa zazimali  makamua mwanza waisa lanzan
common_voice_sw_29818082.mp3,jeshi ni tasi simahimu katika utatuzi wa matatizi ya ndani kisiasa
common_voice_sw_29885274.mp3,mhiskania dedi mpila alikatika mabomane akiwa
common_voice_sw_29954327.mp3,ziwa ambala milakiri kuokuba duniali likiwa linazonguka na nchi tat
common_voice_sw_31284748.mp3,watanzani alipokomana tafai kaulia myekeze wana kosaman
common_voice_sw_30321132.mp3,yeko kwobe kaliudita banika akaidi a rubesha ya kaskazini
common_voice_sw_29957281.mp3,mandondi wa lioniomba mamafuta kutoka kanzania kwandazaba
common_voice_sw_29852509.mp3,jofreiho cili akitabii ro baliliko ya kubwa ketia mwelikea uleotadakituma
common_voice_sw_34992557.mp3,kiongozi huyo wa iza eli ameweka ba yada kuwa wa tazelia
common_voice_sw_30122050.mp3,watu wanishi maenea kijeni wanakutana na kanya
common_voice_sw_34888267.mp3,na machafuko laviki kuleko haba nila kangaya
common_voice_sw_30338163.mp3,amewasilisha wazala kutana kuinunua klabu ya manjhasainete ju
common_voice_sw_36382556.mp3,wajerumalo ate warudi chini ya papa kwa koma tangu mwaka elfu
common_voice_sw_29853154.mp3,alifisha tanzania kwunya ucuma kati
common_voice_sw_31336827.mp3,kwakuwa wazikuwa wana endasa na buridan
common_voice_sw_30064329.mp3,uchagu zolifanyikama waka elfmoja mia tisa na famsini na nani
common_voice_sw_36331989.mp3,dikufama zimikukikia
common_voice_sw_29987483.mp3,katika mkoro chala kmaselema ambazo binaufusa
common_voice_sw_36105313.mp3,aakifohosisakwenye cia e
common_voice_sw_29879282.mp3,wazie mkoda mshaure mkuwa rais
common_voice_sw_31328028.mp3,wananji wa mawishi kaibu na efadhi na wamaka kishirikikatika ulingu waifani
common_voice_sw_28809344.mp3,hivyo ali ya uchumi niingawa nji guna nafasizurikujope afi
common_voice_sw_30341652.mp3,ikioke a waliandam chuwane kwambe la mataifa afrika
common_voice_sw_29894290.mp3,amaana wako wangine waropo miwa mapo na ki
common_voice_sw_31320845.mp3,wakutebahali ya ktanki kwasa mapangia bafari maa ziambanisha
common_voice_sw_29990006.mp3,akiongelea ushindi huwa mkuwa kicangocha kehama katika mashauli ya hilia ludom
common_voice_sw_30101619.mp3,bami kiombe nezenda amani kwakilamtu
common_voice_sw_30009660.mp3,ucerali fa ko reno anafasiaki nichambudiaji
common_voice_sw_30361068.mp3,uvita ngele vinavyohusisha bila na desturi za wakabu hu
common_voice_sw_30173761.mp3,utomaduliwagi inye mfumo wa kisiasa yalimukrasi ya
common_voice_sw_30101485.mp3,kainginchen zate nimiasana kili
common_voice_sw_31257383.mp3,karofa matakahasharainamauna ma asmaia
common_voice_sw_30132863.mp3,akiunaza mbali ni mdokanenisano maja bwendabe hiajii
common_voice_sw_29964446.mp3,matumizi ya mama katika mifumo hayekuwa pohapwa upami
common_voice_sw_36448599.mp3,iazaili
common_voice_sw_35148788.mp3,mapelf moja mikisatinia meja te
common_voice_sw_30038045.mp3,ipakikokinakitokenji ya kiungo ve kupuma kinitakipa kikucha mapafu
common_voice_sw_30464493.mp3,malezarekali ziwugazi kifuba mipaba yayarunji
common_voice_sw_36331629.mp3,btalenuba kuwa jila katikiki pindi chochamatake taakati za
common_voice_sw_31445254.mp3,wakini kakua aha walikuwa wanapatigikana ufaniana
common_voice_sw_30325700.mp3,ongoni kabiti wares uya katika kudibitimatumizi ya veda
common_voice_sw_30181906.mp3,kufuga mifugo ama nonde buzi na kumbo
common_voice_sw_30367669.mp3,mashamguliaji wa ujerumani kiloza aliifunda maboma tano
common_voice_sw_30304744.mp3,alipuwa ni mtalamu wa buroaji anaebeigwa kuwa aligikuwa daraja hido
common_voice_sw_30718846.mp3,kwayanda kukutanika kwasababu maribai kieno kutakuta maeneo yenye oto wasiri
common_voice_sw_30436407.mp3,okupato makakiumazili ya mba waiza
common_voice_sw_30342682.mp3,amikeka silahazao walizokuanavomasa
common_voice_sw_30382178.mp3,ziwa kisimba inahistolia ji gi za kusandaza na kuusia
common_voice_sw_34985909.mp3,zinazaranga kukuza mchumi anchi hio halikanani ka
common_voice_sw_30040676.mp3,matimbizi ya kiumbe huyo waajabatabiriki
common_voice_sw_30199293.mp3,waliuman alimia ndani wa faasa akini walikwamachama ila als
common_voice_sw_29869313.mp3,wangaina kisaifi naida
common_voice_sw_29887815.mp3,maraka mara walikuowaliuwa wakihanya monyesho kwa kuchezea mipira katika michizo mikubwa
common_voice_sw_30522765.mp3,zinaipana mko huwa pimanjaru wangoze kwa maeneleo ya barabara zore
common_voice_sw_31286907.mp3,kare ezaidi ilichokuliwa kwajini a ipadhi ya wanawapoli naifadhi za taifa
common_voice_sw_30307349.mp3,unadaka kuhika liasahumu kubwa ya fahadhi ya kisasimi cha kaikan
common_voice_sw_31411692.mp3,mafika inazozaidi bandarishina saba
common_voice_sw_30216654.mp3,tausi anaechanoamkia ni taosidume na siwoji kii
common_voice_sw_29864566.mp3,hapakii mkucukuwa wa buzi orekasaabu ya madani ya kimiwa naliokuisha hamika
common_voice_sw_30561430.mp3,inasemekana kwambaakabila la wameruliokana na watumwa waliyotoroka
common_voice_sw_30114238.mp3,hia kani ya ipo na msulini bina kuisahau shadi manamidi
common_voice_sw_30355822.mp3,kiladchi liopo katika bara la arika imbarikima kuwana mboga zori na kubwa
common_voice_sw_30312980.mp3,wajerumani walijikanda kilomita kazanje mje
common_voice_sw_29898306.mp3,alozoreni abaliko kucoka neilenimilili wendatama tatu bii
common_voice_sw_34990189.mp3,sikiafuweituloke waridogwabadajib
common_voice_sw_30367803.mp3,mara ya kwanza nchi ya frika mashariki lingia fainazi
common_voice_sw_29898117.mp3,tila liwataka kwendelea kuwa mfanomzuri
common_voice_sw_29787762.mp3,milizisimeleka katika maenayati
common_voice_sw_30175484.mp3,samasabanimaaji musho yanaehanyika kila mwaka ujini kagania
common_voice_sw_31292006.mp3,rikonye kokidole kuenye kolini
common_voice_sw_29925979.mp3,mwuliwake kukataliwa na terikali ya kikuneni wa kati kuo
common_voice_sw_29854064.mp3,alikuwa namafasi kkobwa la inez ana aweli kufanahili
common_voice_sw_30322034.mp3,vifovingi vya atoto watanga mingoni mwaomasaidi ilepavingi
common_voice_sw_35099494.mp3,kwa maneangu na dale ngio maoniananchi waliowa
common_voice_sw_28746644.mp3,ufuata na na kuwainisha jiuwanihaikuwanda nizeidi kidijimduinimikokatika kumina kiadamama kubami
common_voice_sw_30439050.mp3,likuwa mungiza kuazambenimelee kusibama kama tai
common_voice_sw_30327543.mp3,yaka hiri zabili na kimarini kurumichini ni miitwa ganawade ni
common_voice_sw_30634420.mp3,watuwenge wanaongoka kutaii wa saba hawailizajino
common_voice_sw_29811527.mp3,usaguzi walioma vingi vekisiasa disema mwaka elfu moja miatisa kusili na mbili
common_voice_sw_30320932.mp3,wakita hawa walitawanyika ikiwani silukoyaubondi wa
common_voice_sw_30241040.mp3,maenfu ya wakazi wankieni naza makwende kisicamisitani
common_voice_sw_30380701.mp3,nanzi kano kideji wazana za kilimakama matarita masine za kuvunia mazawa aupo
common_voice_sw_30223132.mp3,watakiti ya watalimbalembale kugotiwa sanana hifadhi ya mahale
common_voice_sw_34992800.mp3,nyamaza kika mana vasenekara iswa benezrela hugu cabisamuudi na kisa serika
common_voice_sw_30666967.mp3,mahidi na maarabo kila siabi zicokula meni chawata tawachaga
common_voice_sw_30007968.mp3,uchuano inyeoasiwasi inatokea kila baada ya niaka minne
common_voice_sw_30112330.mp3,astari wanapanyi kazia kwelinda maguini gejimifadisazi
common_voice_sw_30073522.mp3,niongoi ma mamboharo ipamoja la kuta tumia vifa vinaviomguza mieni
common_voice_sw_35221529.mp3,jiusi alikufubantu
common_voice_sw_30195527.mp3,aya kuwa katika makum ya mbaye ya miwatambu nisha kama kabili
common_voice_sw_35169102.mp3,iliyokuwa inezadea angemesabadisha vifu
common_voice_sw_29817278.mp3,jikweli kuwa chimbuka la lugha ya kiselini kwaniafrika mashariki
common_voice_sw_29959451.mp3,iviondwa kaulingeo yo hura mandera na mwanahabali pasi ka boza
common_voice_sw_28938202.mp3,mjio upa katika mkua wa waanakalia yakatika tika utumuki
common_voice_sw_29867807.mp3,baada aya eliyokuwa tanganika kungana na visiwa bezanzibari
common_voice_sw_30071453.mp3,deni kilitopita alikua koja wakimia soka inayoguba na mabongi
common_voice_sw_29817452.mp3,kukuso asili ya luga hiyo kwena nagharia malembali
common_voice_sw_30308410.mp3,kwendele kuta hamasa bora kwa wananchi wa jiji hidyo ilikuwa saidia kupuza uchomu
common_voice_sw_30127163.mp3,mereli aliegea anganika utoka masoguni yani
common_voice_sw_29981617.mp3,maporomopo ya maji hutokea kwa kawaida katika sehemu zaigi ya njia yanto
common_voice_sw_30372949.mp3,igame alipataidimulisia rasmi yanzo alilipani
common_voice_sw_29872630.mp3,manzani ilianzisha kana boustani ya wanyama
common_voice_sw_30040540.mp3,atemaye koza ako elfu maja myaraya si
common_voice_sw_29887501.mp3,emorikwotwalibuka washindi kwa kuchaka ngana maboutisa komanani
common_voice_sw_30077613.mp3,maina ha a kupata na fasi ya kuceza maa kwa mara
common_voice_sw_30141260.mp3,waingiza mafanzo a kuwaji na maisha katika chule zakawali nasekwa dai
common_voice_sw_28801979.mp3,moka ku kuwalipiwa chewa chaskofu mkuwa liyo
common_voice_sw_30057716.mp3,iiyongagu azianinyakuwa utwa kubuma namisaradwakigis
common_voice_sw_30323020.mp3,walikofika mbelea kalenga wahele walijisikia salama
common_voice_sw_30194845.mp3,wakikisha kwama mugaba yalikubali mkataba walamga stahugo na nda munirez
common_voice_sw_30261353.mp3,kaunga alikamaga rigi la kishi maratubaada ya zagi ya kupata kuhuru
common_voice_sw_30323224.mp3,watali hupita kwenye mabofu haya wakiachumgulia baadhi wa kiaida kichaandokana ya barabarani mbamba
common_voice_sw_29884549.mp3,sihemu ya kijani ya bendera nishara ya kilimu chatanzania
common_voice_sw_30232695.mp3,watiza pamoja mpaka tepodiola harikwa asili kukinokkosihici
common_voice_sw_30231643.mp3,arika paya miniuwa mbani na katika na dag aikani hii
common_voice_sw_30375888.mp3,uzungwa inatedezashi wa kwamitimingi na ukungu
common_voice_sw_30319184.mp3,walivofika katika ardi ya kigoma nakuwawliza watahao
common_voice_sw_30148787.mp3,kwakikadeizale kaasa ya uee wa kasasara kara karatu
common_voice_sw_30381042.mp3,mutano tarinifaika badamo ji
common_voice_sw_30654317.mp3,aliusi alifugisha mabao yotiakusa makin
common_voice_sw_28812129.mp3,aluganyungini ni itumani asinarizijina jarisalam
common_voice_sw_29906978.mp3,magirejiotokekkadiola mulomonje za jimmoja pite
common_voice_sw_29942992.mp3,wanowake walioole wanatupo alali za urusiwa kutofaya kazinzito
common_voice_sw_30080710.mp3,nyamahu ya najani ena kwa muda mfupi kwa tababu wanashimikika madamu
common_voice_sw_36033459.mp3,marimaki liza mitia aliamuwa kuukama tamari zimguha
common_voice_sw_34745128.mp3,alipomalila zazi hilo aibak ya mesmama o ka akika bocu machate kwa maacha
common_voice_sw_30182401.mp3,madama kalpinepomana ka akatiiciwa i
common_voice_sw_29912152.mp3,kwehivi janavalikuo ndakeimbailikuwa seku ibaila kuwa watana kuwaleta
common_voice_sw_29868487.mp3,mlimapute tanzania ambogo kana yake  badoni hai
common_voice_sw_35115650.mp3,siija mhule kilemorasia ya kwaurgo
common_voice_sw_28260224.mp3,kwanza yiikaloka kupata marufu kimataifa
common_voice_sw_31252088.mp3,ufanyabisha ya kamatic tituoliukuwa uraiisha wa usilitani
common_voice_sw_30465510.mp3,mporo mogo ni alama ya maajabu ya asile gunia ni
common_voice_sw_30142349.mp3,ialazi nasiraini ya kita yainyaolamka ilanyare
common_voice_sw_30381592.mp3,usamabinaje na nasemadipokeasimwaliyopegi wana
common_voice_sw_34892251.mp3,sima wemiinamba wa kusidamsindu
common_voice_sw_30095075.mp3,hatani kisema ni kulipe kwa kipandi ta kaniki aukanga
common_voice_sw_28258283.mp3,tame wa najiabo razaidi kutamia bagotowa apwa kakus
common_voice_sw_30118987.mp3,kwa sasa uwakukatieneo ila makumgushu ya handemeo utagondua kasaranini
common_voice_sw_30421619.mp3,placeholder
common_voice_sw_30335170.mp3,onyinga musini akanza kutawala katawa totowatatu wa kiuma alebananda na ma yampondo
common_voice_sw_30514657.mp3,utawana wa mosko ukakata uhusiamo watimtumi maramoja makimba
common_voice_sw_30659070.mp3,oonyesha watika amawata kuwa na
common_voice_sw_30106476.mp3,asmasali kuchinia wamalizi wakumimusukoinya
common_voice_sw_30066301.mp3,huulikuwa mamadino ya uchagurispabu
common_voice_sw_35116165.mp3,hana naule andeje tuko tari hufika pano
common_voice_sw_30066388.mp3,ujivumia makilantanza miana pasa kuwa nafanani
common_voice_sw_34958155.mp3,asakwa ni watu wa chachi wanyengobu ya kikudi
common_voice_sw_30562112.mp3,hata kamissala kwanza kujengwa nchimi ilijemga tanda inala maja mesa
common_voice_sw_29897408.mp3,kama ulenemima kilimanjaro mimameri yao na vileli lilii
common_voice_sw_30139832.mp3,ayati dibititi kalipuwa na manelo makali bigiyo koron
common_voice_sw_30556057.mp3,hawaninuga ni vinamuganila kini walisisikizwa kufika mila
common_voice_sw_29867596.mp3,ilikijakipengi ibidi watohao wajitofa utisha na watu eniine
common_voice_sw_29967128.mp3,pia mkoa abira unapakana na ziabitolia kopanda mashariji
common_voice_sw_30303165.mp3,yengo kuula mkutana huo nilikuwa mikulidawanya bara la afrika
common_voice_sw_30072840.mp3,aamefara mazisha kwutagamka waka wam
common_voice_sw_34390580.mp3,abili wangileza umilia katika aani ya bae
common_voice_sw_35077857.mp3,damba mali napengene kwawatumina s
common_voice_sw_36379084.mp3,mimoja wawatu wa tumuni wa mongoni mwaao waliostakiwa watiatagania mara
common_voice_sw_35025304.mp3,taka kuu kisha nitumiipali ambakoa ta
common_voice_sw_30221533.mp3,nanjibai na bunge na rais wa a kula kamangele
common_voice_sw_30337576.mp3,raisa anayangoza nchi ya tanzania ni mwanamke
common_voice_sw_29820931.mp3,hili wakashiriki shirikisha la afrika
common_voice_sw_30109356.mp3,eliohiopia zinigengo tegu mbwa na mjunzi kitarii
common_voice_sw_29928640.mp3,alifariki akia na miaka sabilia saba
common_voice_sw_30010692.mp3,ijihi la thanga ileuzo nakifu mangungo kamkatarwa kilahai
common_voice_sw_36067438.mp3,uzazi wengolediia linaowatutua kuufumausiamu
common_voice_sw_30099354.mp3,kikiwani kamoja na kunbwa a di lingilevy la autazilik
common_voice_sw_30520111.mp3,ura milioni mia hoja pelapini
common_voice_sw_29850682.mp3,na ruia ne wai midazaramatakue na kua
common_voice_sw_30340918.mp3,wakrienu wa kubwa kwa wadogo wakitafuta lizikiawo ya kiasi ku
common_voice_sw_35087314.mp3,aaji ayaliyalinazinisha kuarasisha watetokenda kudeligiri
common_voice_sw_29819439.mp3,baada ra a solerei askabarika tika shuria jinataisa  tamgadiika
common_voice_sw_30008201.mp3,katizo lajiyo kuwanenchi hususalivijana litapongua
common_voice_sw_29974876.mp3,busamu maji maji au hissizini mambukika
common_voice_sw_30053132.mp3,baazilutuma ulenderea kalibu mbakamush wa karni ya kumi na kisa
common_voice_sw_29997218.mp3,katika kani assarziliake imujia kutokala na utendaa
common_voice_sw_30485044.mp3,denja hula haweze kuruka kutokana na usitoamuli wa ke
common_voice_sw_28926041.mp3,kwajii hiyo aliezisha ia mashirika maweli ya masista
common_voice_sw_37225994.mp3,waisapakeniesaiiapeaiaaita
common_voice_sw_34739637.mp3,tevi aliliita marata
common_voice_sw_30299113.mp3,kwa kabeshwolipita na bakwa tari yamo utindazi pia
common_voice_sw_30219576.mp3,iyainevuka mipaka na kengia nji kadha za afrika mashariki
common_voice_sw_30344348.mp3,ambaye alitena kumaeni wapo akila kama wa hatabe a ca kua na kila kama yao
common_voice_sw_29981910.mp3,dipo maredo na halikuwa kote watimu iya taifa yya jinti
common_voice_sw_30320011.mp3,ima kupanda vikisie ja mba la poide la kini maneralikama jedi
common_voice_sw_30380018.mp3,aazima maka ezi moja mia tisa emanina bili
common_voice_sw_29985537.mp3,watukenchina li mpende kwa kajariwa neomi
common_voice_sw_28748360.mp3,kibaro lotia n mamalia
common_voice_sw_35026512.mp3,kuwatafuta kwaraisu wainchumaka ugao augaa
